"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv2100"	64.33	30.5	60.5	196	183.67	186.5	159.83	114.5	61.5	342.33	292.83	88	53	424.5	535.33	427.67	227.5	243	312.17	671.83	56.33	41
"putative_sRNA:m2358595_2359370"	244.5	125	236.5	952.5	1523	1268	1318.5	624.5	352	1973.5	1353.5	543.5	63	406	439.5	525	222	227	599	1107.5	102.5	51.5
"putative_sRNA:m2359446_2359803"	787.5	302	537	1388.5	1822	1387	1853.5	906.5	669	2423	1698.5	629.5	45.5	466	435	477	169.5	299	1450.5	2557	310.5	241
"putative_UTR:p2360180_2360239"	161.83	41.5	105.5	284	326.17	218.5	503.83	245.5	168.5	599.83	446.83	171	26.5	150	163.83	114.17	58.5	83.5	383.17	641.33	45.83	36
"gene:Rv2101"	2652.33	1222.83	2207.33	7528	10667.5	7750.33	9776	5496.33	3193.83	13458.17	10676.33	4983.83	744.5	4004	4130	3207.67	1712.33	2171	9236.67	15873.17	915.17	660.17
"putative_UTR:p2363282_2363390"	127	63.83	97.83	345.5	569.83	416.83	477.17	254.33	167.33	730.33	515.5	286.33	31.5	185.5	205.17	146.5	84.33	79.5	444.5	765.33	34.83	26.67
"gene:Rv2102"	555.5	251.33	539.83	2294	3447.33	2783.83	2470.17	1471.33	869.33	3621.83	2951.5	1238.83	180.5	1206	1240.67	972.5	561.33	509	2510	4843.33	349.33	228.17
"putative_sRNA:m2363452_2363540"	5	0	19	21.5	33	36	40.5	27	12	42	28.5	16	4	23.5	35	58.5	27.5	25	16	25	8	5
"putative_UTR:m2363963_2364085"	68.5	38.5	79.5	164.67	307	257.17	312.83	99.5	64	402.83	228.33	142.67	19.5	137.83	225.33	244	123.5	86	242	379.83	24.33	25.5
"gene:Rv2103c"	179.5	123.33	201	743	1050.33	780.17	950.33	425	277.17	1618.5	1220	530.67	77	442	693.67	596.83	264	308.33	1036.83	1724.67	107.33	104.83
"putative_UTR:p2364108_2364133"	33	12	37	131.5	210.5	125	129	84	48.5	219.5	184	66	14	82	89	52.5	30	30	167.5	327	15.5	5
"gene:Rv2104c"	118.5	90.33	140.5	472.5	681.83	456.67	586.83	312	188.17	951.5	719	320.67	33	280	409.67	314.33	158	171.33	770.83	1221.67	67.83	70.83
"putative_sRNA:m2364786_2365368"	274.5	141.83	395	1114.33	1174.83	1005	1214.5	538.5	355.67	2166.17	1586.17	601	119.5	952.67	712.33	882.33	412	414.33	992.33	1300.83	233.5	154.83
"gene:Rv2105"	17.5	8.5	9.5	33.5	34.5	24.5	55	35	12.5	82.5	51.5	11.5	3	26	27.5	26	13.5	15	71	115	5.5	3.5
"gene:Rv2106"	45.5	33.5	52	101	150.5	110	169	104.5	50	238	215.5	65.5	12	109	102	128	54	77	216	328	57	36
"putative_sRNA:p2367012_2367114"	23.5	21	16.5	28	30.5	31.5	40	14	15	48.5	27.5	11.5	18	80	79	78	32	30.5	65.5	124.5	9	15.5
"gene:Rv2107"	16	19.5	37	32	38.5	31.5	57	17	12.5	64	44	12	18.5	181	155	125	48.5	67	106	167	7.5	5.5
"gene:Rv2108"	176	100	184	241.5	225.5	179.5	422.5	301	227.5	265	226	55.5	50.5	338	304.5	353.5	161.5	184	465	758.5	210.5	147
"putative_UTR:p2368443_2368838"	358.5	183.5	376	565	610.5	398	1035.5	842.5	578.5	610	468.5	85	73	566	370	465.5	216.5	279.5	906.5	1502	484.5	339.5
"putative_UTR:m2368922_2368982"	234.5	154.5	250	657.5	761	647.5	871	468.5	294.5	735	597	261	109.5	575.5	937.5	677.5	327.5	276.5	737	1168.5	109	60.5
"gene:Rv2109c"	1944	1004	1905	5541	7444.5	6323.5	7591.5	3529	2269	7300	4971.5	2489	788.5	4697.5	6971.5	5813.5	2703.5	2512.5	5692	9541	912	660
"gene:Rv2110c"	2511	1476.67	2413.5	5475.25	9027.99	7239.58	8606.41	4378.33	2660.33	8316.99	6612	2181.17	776.5	4777.83	6710.75	5886.83	2604.66	2997.41	5932	10725.49	1386.17	1095.67
"putative_sRNA:p2370572_2370694"	31	9	27	35	36	20	74	40	8	59	37	25	5	28	20	40	18	20	38	75	23	22
"gene:Rv2111c"	831.16	594.17	872.33	1600.91	2545.49	2100.25	2363.08	1404	850.33	2117.16	1657.83	437.17	208	1319.66	1758.75	1459.66	634.83	850.58	1555.16	2651.83	569.17	463.67
"putative_UTR:m2370793_2370904"	898.83	437.33	709.33	1370.75	2225.99	1591.41	2223.74	1150.5	741.16	2084.83	1525.16	492.67	148.17	1181.66	1533.75	1500.33	659.33	778.25	1385.33	2684.33	411	287
"gene:Rv2112c"	1560.5	672.33	1142.83	3360.58	4641	3452.75	4514.25	2475.67	1638.67	7033	5173.5	2065	594.33	3160.83	5831.75	4560.17	2312.17	2597.75	5708.5	10588.83	864.67	551.17
"gene:Rv2113"	306.5	153	245	689.83	904	644.5	1307	663	351.5	1289.5	1007.5	297	134.5	729.5	659.5	553.5	274	401.5	1213	1842.5	169.5	120.5
"gene:Rv2114"	561.5	246.5	601.5	1338.83	1426.5	847	1895	1428.5	664	2396	1831	555	157	1155	654.5	913	351.5	661.5	2531.5	4040.5	646.5	441
"putative_UTR:m2374020_2374460"	1238.5	545	918.5	2153.5	2881	2294	4190	2100	1499	2200.5	1517	726.5	404.5	2291.5	3960.5	3653	1744.5	1838.5	1578.5	2738	719.5	635
"putative_UTR:p2374458_2374590"	219	111.5	256.5	517.33	469.5	335.5	802	565.5	298.5	843.5	652.5	217	47.5	391.5	226	287.5	109.5	186	823.5	1464	254	177.5
"gene:Rv2115c"	6728	2488	4978.5	8975.5	12123.5	10447.5	13697	7239	5969.5	8248	6199.5	2751.5	1437.5	8390.5	15732.5	13770	6553	6871.5	7813.5	13434	2494.5	1918
"putative_sRNA:p2376086_2376299"	20.5	6.5	12	23	46	18	53.5	48	9.5	83	39.5	29.5	8	40	49.5	160	74.5	78.5	47	80.5	11	7
"putative_UTR:m2376291_2376329"	303.5	131	298	441	521.5	445.5	752	334	240.5	392.5	303.5	57	60	379	611	606	214.5	289	401	802	230	122
"gene:Rv2116"	109.5	58.5	106.5	421.5	419.5	310	437.5	211	140.5	687.5	518	165.5	79	384	359	566	241.5	302.5	451	755	104.5	65.5
"gene:Rv2117"	55	20	63.5	150.5	142.5	91	137	74	69	196.5	128.5	71	24	108	102.5	190	89	113	158	310.5	45.5	27.5
"gene:Rv2118c"	194	83	139	497	617	458	490	295	164	1380	1084	458	79	372	460	464	211	255	904	1695	107	49
"gene:Rv2119"	219	83	168	477	674	404	482	308	201	1232	984	352	80	440	827	415	186	256	873	1623	39	35
"gene:Rv2120c"	270.33	112.17	198.17	620.83	660.83	547	996.17	508.17	420.17	1527.83	1128.5	407.33	188.33	999.83	1012.5	768.33	382.17	360	1004.83	1672.67	142.17	104.33
"putative_UTR:m2379728_2379754"	93.83	45.67	69.17	209.83	187.83	179	341.67	151.17	145.17	481.33	378.5	106.33	65.83	362.33	354	287.33	130.17	105	327.83	556.17	32.17	28.83
"gene:Rv2121c"	82.33	60.17	78.17	143.33	167.83	114.5	135.67	132.17	74.67	384.33	265.5	135.83	355.33	2086.33	2283	1808.83	805.17	965.5	359.83	650.17	62.67	37.83
"gene:Rv2122c"	20.5	13	10.5	27	28.5	24.5	50.5	28.5	23	88.5	79.5	13.5	200.5	1383.5	1559.5	1314.5	644.5	763.5	81.5	152	13	11
"putative_UTR:p2381028_2381070"	0	0	3.5	0.5	0	1	3.5	1.5	1.5	2	3	0	223	1540	1647.5	1435	629.5	876.5	6	13	2	5
"gene:Rv2123"	10	11	19.5	35.5	40	9	60.5	25.5	22.5	46	64	13	2441	14800	15704.5	14851	6933.5	9025.5	113	210	23	33
"putative_UTR:m2382408_2382488"	205	75.5	202.5	796.5	1118	816	693	321.5	217	364.5	268.5	109	50.5	446	606	333	180	135.5	315.5	617.5	119.5	77.5
"gene:Rv2124c"	5399	2251.5	5017.5	24012.5	32556	24497	21038	9687.5	6181	11440.5	8732.5	3731	3022.5	17879	26475	18837	9821	9155.5	9564.5	17498.5	2874.5	2068.5
"gene:Rv2125"	835	379	665	2173	3321	2678	3007	1337	1036	3665	2720	1239	323	2031	2834	3087	1472	1520	2233	3802	318	244
"gene:Rv2126c"	65	25	68	228	268	213	267	107	75	368	219	85	50	196	353	187	105	88	151	201	23	23
"putative_UTR:p2388521_2388615"	267.5	135.5	254.5	822	1026	667.5	941.5	466	310	1573	1040	399.5	71.5	464	468	539	272.5	248.5	1304	1544	241.5	219.5
"gene:Rv2127"	2218.33	973.67	2072.5	9222	10880.83	7571.16	8643.5	4663	2549.33	16709.33	11786.33	5155.17	803	4475.83	4823.33	3617	1639.33	1464.67	14894.33	22269	1375.17	971.5
"putative_sRNA:m2389654_2390010"	275.83	155	217.17	447.17	486.17	406	969.17	491.5	321	600.17	413.33	159.5	62.67	340.33	396.17	306	115.5	161.83	425.33	767.83	182.5	179.33
"gene:Rv2128"	430.83	215.67	403	1684	2122.33	1515.16	1627.5	955	502.83	2996.83	2221.83	979.17	126.5	896.83	899.83	644.5	292.83	250.17	2727.33	4557	273.17	227
"putative_UTR:m2390208_2390307"	76.83	34	66.17	118.67	123.17	73.5	204.17	115.5	76	139.17	95.33	42	21.67	123.83	113.17	94	27.5	68.83	82.33	141.33	57	49.83
"putative_UTR:p2390289_2390781"	446.33	196.17	417	1970	2593.83	1909.16	1842.5	1036	531.83	5019.83	3717.83	1488.17	185	1123.33	1178.83	752.5	380.33	281.67	3289.33	5329	303.17	269
"gene:Rv2129c"	664.67	302.33	595.17	989.5	1254	890.33	2230.17	1203	690.33	1684.17	1134	532.17	180	996.17	1289.83	1044	513	623.83	909.33	1557.17	453.67	280.33
"putative_UTR:m2391190_2391214"	18.83	9.33	17	42.83	78.33	48.33	86.5	56	29.83	118.5	95.17	43.17	5.33	38.33	93.67	83	44.5	43	65	114.83	21.17	6
"gene:Rv2130c"	903.5	426	721	1540.5	2535.5	2058.83	2612	1319.33	925.67	3176.17	2429.5	1077.67	326	1858	2795.83	2602.67	1154.83	1341	2199.5	3902.5	412.17	309
"putative_sRNA:p2391995_2392524"	262	212	473	1157	1162	810	2210	1145	599	1709	1225	307	83	750	428	460	202	262	1018	1736	531	363
"putative_UTR:m2392460_2392516"	45.17	25.17	48	89.17	174.67	161.5	163.5	58.83	45.33	250.17	211.33	100.5	17.67	135.67	197.67	217.67	117.83	130	131	231.17	20	15
"gene:Rv2131c"	918.17	439.17	799.5	1715.17	2885.17	2293.5	2745.5	1265.83	929.83	3569.67	2681.33	1196	240.67	1784.17	2746.67	2991.67	1586.83	1704.5	2322.5	4228.17	430.5	249.5
"gene:Rv2132"	291	136.5	213.5	585	570.5	373.5	1271	625.5	402	712	547	225	73	414.5	506.5	475.5	173	279.5	523	974	213.5	137
"putative_UTR:p2393642_2393688"	69	35.5	62.5	159	147.5	101.5	337	206.5	123	161	135	62	14	74.5	153.5	90.5	46	51.5	157	260	35.5	44
"gene:Rv2133c"	529	205	429.5	1154.17	1544.83	1305.5	1622	800	463.5	1861.5	1336.83	620.5	139.5	1035.83	1493	2278.67	1171.33	1357	940.5	1594.83	254.5	191
"gene:Rv2134c"	1134.5	431.17	818.5	2340.5	2958	2329	3636.17	1712.83	1191.17	3581.67	2642	1274	331.33	1900.83	2865.33	4605.33	2566.67	2774	1892.5	3305.17	524.33	442.67
"putative_UTR:m2395238_2395300"	235.5	83.17	164	507.5	623.5	419.5	800.67	434.33	276.67	767.67	571.5	203	44.83	330.83	485.83	745.83	320.17	352	396	646.17	104.83	98.67
"gene:Rv2135c"	466.5	204.17	391	1401.83	1899.67	1590.5	2215.17	1221.33	762.17	2766.67	2103.67	957.5	155.83	874.5	1268.33	1025.67	466.83	506.5	1183	2094.33	217.33	137.67
"gene:Rv2136c"	3588.15	1721.16	2656.83	7122.49	9746.15	7614.98	14319.63	6559.65	4427.66	7576.32	5414.99	2510.33	763.67	4727.66	6551.99	4892.66	2809.99	2900.66	5128.82	8123.48	2188.83	1644.83
"putative_UTR:m2396839_2396901"	2003.65	837.16	1288.33	2582.99	3513.15	2719.98	6001.63	2753.15	2105.16	2516.32	1786.49	866.33	245.67	1381.66	2195.49	1708.66	860.99	1053.66	2822.82	4833.98	814.33	561.83
"gene:Rv2137c"	7392.65	2878.16	4866.83	10075.49	14336.65	10685.48	25536.63	10650.65	8212.66	9309.82	5778.49	2819.33	970.17	6894.16	8479.99	6936.16	3668.99	4232.16	8671.32	15229.98	4199.83	2521.33
"putative_UTR:p2397253_2397329"	144	105	165	427	337	278.5	545.5	342	139.5	505	405.5	106.5	60.5	361	284	530.5	219.5	284.5	421	761	165.5	133.5
"gene:Rv2138"	511	346.33	636.67	1621.33	1749.67	1451.17	2309.83	1292.33	697.67	3224.83	2316.17	877	235.17	1244.33	1173.83	1810	810.83	952.67	1923.17	3598.5	568.5	409
"putative_UTR:p2398407_2398719"	408.5	214.33	414.67	1180.33	1362.17	987.17	1717.83	903.83	475.67	2759.33	2007.17	836	138.17	626.33	610.83	688.5	277.83	362.67	1226.17	2352.5	280	194.5
"gene:Rv2139"	562	240.83	559.67	2072.33	2586.67	1918.67	2263.33	1270.83	630.17	4895.83	3916.17	1644	202.17	1216.83	1143.33	1140.5	562.33	649.17	2530.17	4382	392	212
"putative_UTR:m2399578_2399797"	92.5	23	68	299.33	360.17	273.33	301	262	96	402.17	296.5	156	40.83	221.5	104.5	196	117	151	340.5	687.67	165	75.5
"gene:Rv2140c"	172.17	66.5	125.17	521.33	622.33	451.83	602.67	482.5	200.33	877.5	673.33	252.67	78.17	298.5	219.67	408.5	210.5	360	915.67	1538	275.83	159
"putative_sRNA:p2399817_2400048"	125.5	89.5	163.5	423.5	581	434	529.5	330	170.5	1247	986	361.5	59.5	292.5	349	264	124.5	141.5	604	996	129	100
"putative_UTR:m2400329_2400375"	14.17	10.5	13.67	60.67	69.67	35.83	59.67	43	16.83	94.5	84.83	22.17	6.17	34	22.17	39.5	21.5	25	103.17	159.5	20.33	13.5
"gene:Rv2141c"	262.67	109.5	190.67	712.17	785.83	568.5	844.17	568.5	279.83	1765.33	1292.33	522.67	102.83	405.5	445.17	935	422.5	580.5	1140.67	2083.33	219.33	147.5
"putative_sRNA:p2400406_2400622"	58	21	45.5	128.5	106.5	99.5	252	124	73.5	274	227	71	27.5	129	105	163.5	57	81.5	121.5	198	81	69
"putative_sRNA:m2401765_2401964"	2.5	0.5	2.5	13.5	14	8.5	1.5	3	5	13.5	29.5	3.5	3	21.5	14.5	25	4.5	23.5	21	21.5	0.5	1.5
"gene:Rv2142c"	145.5	78	125.5	337	411.5	346	441	234.5	130	655	399.5	127	39.5	346	453.5	643.5	220	311	584.5	857	114	95.5
"gene:Rv2142A"	143.5	80	119.5	292	374.5	331	441	220.5	123	594	376	91	27.5	289	429.5	594.5	229	312	528.5	834	99	87.5
"gene:Rv2143"	375	161	304	777	1007	738	1287	690	406	1153	821	373	103	636	683	1039	501	571	656	1153	342	208
"putative_UTR:m2403952_2404164"	322.33	183.5	301	1461	1966.08	1340.42	1708.58	870.67	536	2778.67	2068.5	945.92	135.83	869.67	937.92	830.92	461.67	449.67	1881.08	3116	211.17	192.08
"gene:Rv2144c"	676.5	346.5	480	2283.16	2957.58	2076.58	2523.41	1276.83	917.33	4422.83	3466.5	1658.75	232	1209.33	1431.25	1340.08	706.17	688	3595.41	5672.83	305.33	248.58
"putative_UTR:m2404522_2404615"	219	84	150.67	717.33	784.25	660.08	723.91	363	216.5	1372.33	1137.16	479.75	70.67	393.5	433.25	415.92	181.5	188.33	1110.75	1790.66	82.67	54.58
"gene:Rv2145c"	1234	612	1165.17	4798	6446.08	4549.75	4707.25	2372.33	1531	10093.41	8115.33	3612.58	595.17	3126.67	3988.58	3554.75	1537	1424.67	8638.25	14340.33	732.67	530.92
"putative_UTR:m2405399_2405665"	419.83	215.67	396	1423.67	1686.42	1181.17	1714.75	903.58	588.67	2337.58	1753.92	610	142.83	1003.83	1158.83	1199.67	514.17	443.17	1671.67	2624.58	299.67	271.67
"gene:Rv2146c"	812.5	397.5	763.83	2212.83	2685.75	2039.16	3413.75	1622.25	1359.67	3287.08	2760.25	827	220.5	1486.5	1915.5	2134.83	1039.33	974.67	2647.16	3678.74	535.67	433
"putative_UTR:m2405957_2406117"	996.67	415.5	817.33	2354	2913.58	2125.16	3573.58	1822.08	1357.67	3543.08	2860.75	859.83	199.83	1283.5	1830.83	1733.33	798.5	798.33	3120	4886.24	453.83	348.33
"gene:Rv2147c"	1898.67	928.83	1535	4947	5996.25	4963.67	6994.25	3469.75	2629.17	8971	7640.08	2900.17	411.17	2289	3495.33	1824.5	907.17	1033.17	8632.66	14555.08	448.5	352.83
"gene:Rv2148c"	478	219.5	438	1395.5	1750.5	1381	1594.5	725	611	2471	1849.5	668	179	1006	1680.5	1203.5	621	537.5	1948	3016.5	112.5	104.5
"gene:Rv2149c"	557.5	253.5	476.5	1403	2568	1765	1914	840	593.5	3373	2547	1337.5	288.5	1696	2932	2405.5	1237.5	1473.5	1558.5	2724.5	113.5	132.5
"gene:Rv2150c"	1336.17	717.83	1202.33	3454.33	5910.83	4327.17	4305.17	2033.33	1343.5	8344.83	6703.5	2369.33	750.33	4432.67	7881.5	5090.33	2548.33	3017	5108.17	8774.83	264.17	213.33
"putative_UTR:m2409525_2409614"	224.17	162.33	270.83	625.33	940.83	797.67	597.67	361.33	261	1227.83	1028.5	247.83	116.83	694.67	1129.5	651.83	305.33	390.5	1015.17	1456.83	62.17	50.83
"putative_sRNA:p2409607_2410314"	238	251	370	171	293	182	93	86	54	429	309	167	40	280	246	624	305	489	775	1255	84	115
"gene:Rv2151c"	470.17	191.33	435.33	1816.83	2472.83	1878.17	3104.67	1352.33	718	3804.83	2924.5	1441.83	222.33	1019.17	1607.5	1080.33	562.33	545	2457.17	4232.33	226.67	172.83
"gene:Rv2152c"	582	238	405.5	1838.5	2553	2184	3285	1402.5	821	3875	3054.5	1290.5	241	1303	2110	1598.5	676.5	763	2659	4446.5	223	136.5
"gene:Rv2153c"	809	336.5	627	2441	3973.5	3138	4548.5	1893	1198.5	6144	4964	2475	388	1831.5	2750	2415	1253	1440.5	2703.5	4866.5	256.5	171.5
"gene:Rv2154c"	2164	925	1739.5	6164.5	8919	7283.5	9714	4632.5	3097	11463.5	9687.5	4237	657	3108.5	5308.5	3549.5	1632	1537.5	8642	14510.5	822.5	668
"gene:Rv2155c"	1150	381	739.5	2939.5	3903.5	3181.5	6222	2901.5	1683.5	5466.5	4439	1975.5	483.5	2310	3722	3693	1788	1856.5	3103	5447.5	590.5	465.5
"gene:Rv2156c"	1435	526	1020	2842.5	3485.5	2936	8514	4003.5	2675.5	4131.5	2902	1355	501.5	2760.5	5190.5	5282.5	2352	2665.5	2852	4927.5	1088	867
"gene:Rv2157c"	1313.5	474.5	952.5	2328.5	3310	2639.5	7254	3454.5	2103.5	3878	2987.5	1223	573.5	3224.5	5676	7111	3537	3579.5	1879	3300.5	1018.5	793.5
"gene:Rv2158c"	3823.5	1418	2728.5	5842.5	8452	6529	21369.5	10013	5863.5	8886.5	6521	3309.5	2068	10547	16727.5	25487.5	13449.5	15185	3487	5914.5	3240	2942
"putative_sRNA:p2419897_2420020"	6	1	1	14	19	24	31	14	10	12	18	11	1	15	16	26	14	12	4	11	2	5
"gene:Rv2159c"	7018.33	2743.33	5410.33	8741.58	11263.99	8924.41	28845.8	14483.98	9079.16	10490.07	7674.16	3708	3444.5	17157.65	26925.39	38433.22	21543.4	23034.65	3838.66	7406.49	6761.99	5446.16
"gene:Rv2160A"	1781.99	760.5	1322.99	2071.24	3318.99	2672.07	7893.8	3564.32	2155.16	3020.07	2049.16	1107.83	798.5	4513.65	7546.55	8800.21	4534.9	5283.31	1049.99	1867.66	1366.49	1097.83
"gene:Rv2160c"	1020.99	468.5	758.49	1077.74	1775.99	1443.57	4314.3	1953.32	1256.16	1530.07	1014.66	484.33	413.66	2543.65	4019.05	4734.38	2358.4	2756.31	697.49	1197.66	882.49	677.33
"gene:Rv2161c"	6432	2468	4562.83	9620.74	15014.82	11914.91	32983.15	13592.66	9264.66	15267.24	10369.49	5698.66	2799.83	14778.33	23658.41	22860.91	12160.25	13633.99	4645.33	8569.99	3328	2941.5
"putative_UTR:m2423138_2423239"	1973.33	708.33	1499.16	3334.83	5241.33	3799.49	8456.66	3748.83	2644.66	5004.49	3570.5	1716.33	827.5	4457.33	5889.5	4758.33	2279.5	2430.33	1872	3273.33	1204	952.33
"gene:Rv2162c"	4571.33	1758.33	4183.16	10463.16	14728.16	12879.49	17687.83	7098.16	5528.16	20167.49	15797.66	6566.33	1938.83	9865.83	12687.33	10792.83	5322.83	5487.66	7721.5	12508.83	1782	1318.83
"putative_UTR:m2424839_2424893"	364.5	155	223	579.33	917.33	629.5	962.17	445.33	341	1249	926.17	363	74.83	422	570.83	486	208.33	285.33	681	1051	169.5	109
"gene:Rv2163c"	997.5	378.5	827.5	3658.83	5059.83	4122	3844.67	2297.83	1362	4713	4112.17	1646.5	742.83	4907	6148.33	10985.5	5408.33	5392.33	5895	10316.5	541.5	405
"putative_sRNA:p2425397_2425524"	51	40.5	36	55.5	55.5	58	175.5	90	38.5	111	43.5	30	11.5	51.5	68	81	56.5	69	68.5	83	49	28.5
"putative_sRNA:p2425530_2426275"	579	298.5	496	1190.5	1359.5	1075	2149.5	986	662.5	1516	1045.5	406	148.5	1000.5	1044	1396	702.5	683	781.5	1413	606	452.5
"gene:Rv2164c"	691.5	310.5	657.5	2179	3222	2475	2540	1326	807	3651.5	3066.5	1317.5	628	3405.5	3639.5	7982	4229	4648	3133	5481.5	280	232.5
"putative_sRNA:p2427202_2427362"	29	13	29	65	83	65	125	71	56	115	63	38	5	39	42	144	68	86	40	82	3	10
"gene:Rv2165c"	634.17	347	565.67	2029.83	2781.17	2144.83	2544.5	1407.33	742.33	3343	2695.5	980.5	431.5	2870	2978.33	5655	2820.17	3142.67	3871.83	6554.17	324.33	294.5
"gene:Rv2166c"	539.67	349	528.67	1969.33	2597.33	2037.33	2368.33	1359.33	756.83	3075.33	2368.5	745.33	372.5	2776	2614.83	5744	2881.67	2744.67	3767.33	5478.17	336.83	254
"putative_UTR:m2429859_2429897"	133.17	60	131.17	468.83	597.83	518.83	526.33	301.33	175.33	858.83	679.5	139.33	63	636	467.33	1449.5	655.17	658.67	915.33	1329.17	79.83	48.5
"gene:Rv2167c"	50.33	26.5	53.83	107	136.17	88	149.83	97.5	41.5	235.33	197.67	49.58	16.5	81	105.5	116	65.33	67.5	196	346.17	44.5	26
"gene:Rv2168c"	13.5	21.83	35.83	41.17	63.17	43	72	33.17	30.5	94.17	69.83	20.75	3	36.5	44	55.5	24.83	34.17	76.83	155.83	17.33	15.33
"putative_UTR:m2431539_2431564"	145	82.67	75.67	110.33	147.83	90.33	267.5	179.17	118.5	182.33	152.17	59.25	9	78.5	122	194	101	134	185.17	326.67	60.17	62.83
"gene:Rv2169c"	1482.67	925.67	1090.5	1527.33	2301.33	1494.33	3730	2174.17	1321	2194.67	1394.17	599.75	129	1022.5	1324.5	2049	986.33	1315.33	2291.67	3535.67	936.17	894.83
"putative_UTR:m2431970_2432038"	303.5	193.33	310.17	344.67	536.17	312.33	633.5	355.5	298.5	485.83	307.17	79	29.5	217	253.5	550	217.5	371	441.33	664.17	215.33	191.5
"gene:Rv2170"	100	65	94.5	166	198	138	336.5	165	84.5	406	293	73	25	125.5	126	118.5	57.5	89	285	445.5	87.5	42.5
"gene:Rv2171"	186	108	156.5	678	628	446	537.5	413	202.5	1873	1444	568	69	419.5	265	484.5	238.5	337	1888	3491.5	159.5	104.5
"putative_UTR:m2433533_2433630"	138	58	122	387	582	372	429	173.5	115.5	287	230.5	113	70	453	662.5	252.5	117	140.5	270.5	452.5	52	39.5
"gene:Rv2172c"	1314.83	453	1077.5	4009.5	5323	3593.5	4228.5	1636	1112	3050.5	2454	999	652.5	3979	6092.5	2760.5	1294	1458	2415	4072.5	581	404
"putative_UTR:m2434537_2434626"	29.83	12	39.5	60.5	140	91.5	87.5	39.5	33.5	90.5	57.5	16	12.5	92	151.5	86	50	27.5	45.5	67	14	8.5
"gene:Rv2173"	655.5	283.5	551	1167	1608	1173	1832.5	984	643.5	2207	1698	669.5	207	1288	1741	1644	814	1026.5	1582	2801	334.5	258.5
"putative_sRNA:m2435012_2435435"	197.33	133	166	465	661	466	785	363	233	867	583	261	89	492	528.5	483	288	251	338	615	145	113
"gene:Rv2174"	1041.5	501.5	813	2269	2973	2508.5	3536	1918.5	1165	3553	2586.5	1175	414	2072.5	2863	1908	883	1106	2942	5058.5	524.5	383.5
"putative_UTR:m2437394_2437445"	44.5	26	45.5	129.5	128.33	85	187.67	118	52.67	200.33	190.83	84.33	22.83	106.5	114	190.83	111	99.67	160	255	41.83	25.17
"gene:Rv2175c"	353.67	171.5	306.83	649	686.5	582.33	1122.17	625.17	365.17	963.5	680.33	320.83	106.33	773.17	623.83	1196.33	539.5	561.67	635.17	1235.5	263.17	175.83
"putative_sRNA:p2437557_2437746"	101.5	62.5	109.5	353	411	370.5	604	334	172.5	439	293.5	128.5	45.5	260	396.5	233	122.5	123	300	454.5	80.5	65
"gene:EBG00000313321"	84.67	31	50.83	117	134.5	122.83	239.17	121.67	68.67	186.5	162.83	35.83	16.83	114.67	83.33	179.33	69	124.67	111.67	230	38.17	42.83
"gene:Rv2176"	588.5	327.5	362.5	809	1018	765	1991.5	1024.5	625	1561	1071	461	196.5	1010.5	1441.5	1117	614.5	612.5	1017	1686	519.5	345
"putative_sRNA:m2438037_2438375"	133.17	80.5	107.83	177.5	193.67	101.83	374	258.17	170.5	351.67	245	70	28	144.67	56.83	325.5	165.5	188	289.17	364.5	229.83	181.17
"gene:Rv2177c"	149	68	171	439.5	574.5	436.67	460.83	301	154.5	1068.5	914.67	316.83	62	353	370.17	361	184	123	734.67	1237.33	258	184.5
"putative_UTR:m2440236_2440331"	90.5	53	104.5	275	371.5	211.67	243.83	130.5	101.5	615	450.17	153.33	30	195.5	259.67	265	130	151.5	517.17	785.83	47	61
"gene:Rv2178c"	1052	587	1080	2552	3784.5	2654.67	2874.83	1473	995.5	7171.5	5755.67	1903.83	373	2107	2878.67	2908.5	1427.5	1621	6547.17	11254.83	583	407
"putative_sRNA:p2440533_2440712"	10	12	22	13	8	5	13	4	8	24	11	2	6	3	5	23	6	12	26	33	16	8
"gene:Rv2179c"	95.5	46	88.5	234.5	205.5	188.5	297.5	176	83.5	439.5	345	155.5	34.5	224.5	181.5	267	147	157.5	366	690.5	75.5	38.5
"gene:Rv2180c"	160.5	84	147.5	254.5	266	225.5	436	242.5	195	531.5	359.5	172.5	58.5	397	285	539.5	211	325	376	694.5	118	85.5
"putative_UTR:p2443026_2443301"	95	40.5	82.5	241	299	236.5	325	133	121.5	678.5	510	120.5	42	206.5	182.5	285.5	102	138.5	356	603	106	76
"gene:Rv2181"	989	473.5	937.5	2428	2809	2094.5	2883	1560	917.5	5148.5	4078	1956.5	487	2581.5	2683.5	4382.5	2103	2454.5	4462	7443	645	471
"putative_sRNA:m2443383_2443512"	5.5	5	6.5	17.5	36	29	45	29	14	45	25	15	0	11	14	54	18.5	27	31	61	8.5	22.5
