"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"putative_UTR:p2143676_2143729"	25.67	24.33	19.83
"putative_sRNA:p2143786_2143981"	15.17	18.83	14.33
"putative_sRNA:p2144075_2144192"	0	1	0
"gene:Rv1897c"	49.83	70.5	39.5
"gene:Rv1898"	117	139.83	107.33
"putative_UTR:m2145089_2145213"	53.83	50	48.17
"gene:Rv1899c"	948.33	933.33	898.5
"putative_sRNA:p2145611_2145826"	1.5	3	2.5
"putative_sRNA:p2145894_2146584"	101.83	75	61.5
"gene:Rv1900c"	542.17	467.83	379.42
"putative_sRNA:p2146964_2147086"	16.5	25	12.5
"gene:Rv1901"	436.17	504.5	425
"putative_sRNA:m2147828_2148398"	231	127.5	122.83
"putative_UTR:p2148955_2149681"	486.17	415	344.5
"gene:Rv1902c"	148	163	117
"gene:Rv1903"	102.67	126.83	110.33
"putative_sRNA:m2150415_2150535"	33	28.5	25.5
"putative_UTR:p2150769_2150953"	394.17	396.17	405.58
"gene:Rv1904"	1001.42	762.92	712.58
"putative_UTR:p2151386_2151588"	226.08	193.58	185.17
"gene:Rv1905c"	544.36	531.91	503.5
"putative_UTR:m2152396_2152424"	301.7	234.75	246.33
"gene:Rv1906c"	1116.03	1004.25	952.33
"gene:Rv1907c"	165.5	183.33	147.33
"gene:Rv1908c"	1546.83	1711.42	1380.5
"putative_UTR:m2156112_2156148"	52.33	58.42	45.67
"gene:Rv1909c"	87.5	134.75	79.83
"gene:Rv1910c"	105.5	132.33	119
"gene:Rv1911c"	238.17	282.83	235.5
"putative_UTR:m2157988_2158086"	62.17	86	52.33
"gene:Rv1912c"	111	175.33	115.83
"gene:Rv1913"	35.5	66	42.5
"putative_UTR:m2159875_2159920"	25.5	20.5	23
"gene:Rv1914c"	73	79.5	74.5
"putative_UTR:p2160360_2160462"	122.17	137.67	109.08
"gene:Rv1915"	824.17	789.33	645.58
"putative_sRNA:m2160751_2160894"	6.5	7.83	5.5
"putative_sRNA:m2160937_2160975"	4.5	4.83	1
"gene:Rv1916"	578.33	568.83	444.5
"putative_UTR:p2162763_2163010"	145.33	142.67	107.5
"gene:Rv1917c"	175	183.5	111.5
"putative_sRNA:p2163056_2163212"	24	38.83	35.83
"putative_UTR:m2167550_2167648"	65.83	62.83	39.33
"gene:Rv1918c"	1155.67	813.33	628.67
"putative_sRNA:p2168468_2168690"	90.83	91.5	62
"putative_sRNA:p2168712_2168959"	105.5	101	85
"putative_UTR:m2170641_2171060"	232.67	302.83	249.17
"gene:Rv1919c"	493.5	623.33	476.83
"putative_UTR:m2171526_2171557"	66.83	67.83	66.17
"gene:Rv1920"	243	216.83	190.83
"gene:Rv1921c"	52.5	58.5	39.5
"putative_sRNA:p2172593_2172816"	109	56.5	84.5
"gene:Rv1922"	291.33	222	185
"putative_sRNA:m2174954_2175205"	22	10.5	9
"gene:Rv1923"	739.17	782.83	531.58
"putative_sRNA:m2175973_2176334"	57.5	91.5	68.5
"putative_UTR:p2176514_2176811"	140.5	139.25	138.58
"gene:Rv1924c"	119.33	166.42	141.83
"putative_UTR:m2176931_2176973"	22.83	39.33	33.83
"gene:Rv1925"	4214.5	5194.08	3766.08
"putative_sRNA:m2178439_2178592"	7.5	8.5	4.5
"putative_sRNA:m2178704_2178835"	9	11.67	7.83
"putative_UTR:m2178899_2178956"	47	36.67	30.33
"putative_UTR:p2178950_2179672"	257.33	587.83	432.42
"gene:Rv1926c"	443.67	312.33	294
"putative_UTR:m2179437_2179482"	99.33	71.33	78.67
"gene:Rv1927"	107	160.5	112.5
"gene:Rv1928c"	52	43.5	44.83
"putative_sRNA:p2180461_2180797"	43.5	83	70
"putative_sRNA:p2180877_2181028"	7	9.5	10.5
"gene:Rv1929c"	86.5	163	98.5
"gene:Rv1930c"	14.5	14.5	3
"gene:Rv1931c"	22.5	42	23.5
"gene:Rv1932"	517.83	625.17	423.5
"gene:Rv1933c"	5	2.5	5.5
"putative_UTR:p2183870_2184126"	110	121.33	85
"gene:Rv1934c"	11	21.5	4.5
"putative_sRNA:p2185285_2185403"	4	12.5	7
"putative_sRNA:p2185501_2185628"	4	6.5	8.5
"gene:Rv1935c"	13	23.5	23
"gene:Rv1936"	46.5	62	37.5
"gene:Rv1937"	69.5	108.83	67.33
"putative_sRNA:m2189845_2190264"	41.5	74	58
"gene:Rv1938"	35	46.83	35.5
"gene:Rv1939"	12	11.5	12
"gene:Rv1940"	24	33.25	21
"gene:Rv1941"	80.5	102.08	68.33
"putative_sRNA:m2194062_2194160"	38.5	53.17	41.83
"putative_UTR:m2194179_2194643"	99.83	313.17	205.83
"gene:Rv1942c"	51.33	85	75.83
"gene:Rv1943c"	72.5	124.17	96.83
"gene:Rv1944c"	32	62.83	38.5
"gene:Rv1945"	97.5	115.33	66.5
"gene:Rv1946c"	31	16	25.5
"putative_UTR:p2197705_2198023"	85	143.33	125
"gene:Rv1947"	73.5	119	92
"gene:Rv1948c"	42	62	48
"gene:Rv1949c"	45.33	64.17	41.33
"gene:Rv1950c"	27.17	35.5	21.83
"gene:Rv1951c"	31.67	32	25.33
"gene:Rv1952"	133.5	129.17	110.5
"gene:Rv1953"	92.17	87.67	82.58
"gene:Rv1954c"	14.5	11	15.5
"putative_UTR:p2201250_2201276"	69	96	81.75
"gene:Rv1954A"	293	449.17	303.92
"putative_UTR:p2201580_2201718"	41.25	56.67	34.67
"gene:Rv1955"	64.42	90	64.33
"putative_UTR:p2202097_2202137"	24.08	35.5	28.33
"gene:Rv1956"	93.42	128.75	97.83
"gene:Rv1957"	222.5	273.42	196.83
"gene:Rv1958c"	7.83	27.5	18.33
"putative_UTR:p2203130_2203383"	138.5	166	155.83
"gene:Rv1959c"	53.17	86.5	72.33
"putative_sRNA:p2203763_2203902"	6	15	6
"gene:Rv1960c"	35.33	69	58.33
"gene:Rv1961"	19.83	22	23
"putative_UTR:p2204707_2205334"	136.83	87	80
"gene:Rv1962c"	61.5	114.83	72
"gene:Rv1962A"	68	101.83	102
"putative_sRNA:p2205570_2205831"	2.5	5.5	4.5
"gene:Rv1963c"	74.5	129.83	62
"putative_sRNA:p2205848_2206494"	3	3.5	4.5
"putative_sRNA:m2207133_2207499"	7	11	12
"gene:Rv1964"	44.5	42.83	27
"gene:Rv1965"	32.5	43.33	23.5
"gene:Rv1966"	51	34.5	22
"gene:Rv1967"	23.5	20	10
"gene:Rv1968"	32	22	12
"gene:Rv1969"	20.5	22	10.5
"gene:Rv1970"	33.5	34	15.5
"gene:Rv1971"	51.83	62.5	38.5
"gene:Rv1972"	20	18	9
"gene:Rv1973"	11.5	2	11
"gene:Rv1974"	16.5	13	11.5
"gene:Rv1975"	27	18.5	26.5
"gene:Rv1976c"	99.5	88.5	76.83
"putative_sRNA:m2219325_2219491"	39	26	29
"putative_UTR:p2219591_2219753"	102.83	94	98.33
"gene:Rv1977"	295.83	258.17	213.67
"gene:Rv1978"	217.83	228.5	189.5
"putative_UTR:m2221645_2221718"	29.5	56	38.17
"gene:Rv1979c"	834.17	1232.33	1007.17
"putative_sRNA:p2222124_2222242"	15	11	13
"putative_sRNA:p2222358_2222724"	118.5	86.5	108.5
"putative_UTR:m2223165_2223342"	303.5	418.67	347.33
"gene:Rv1980c"	1679.67	2295.5	1851.25
"putative_UTR:m2224030_2224140"	242.33	248.75	214.25
"putative_UTR:m2224171_2224219"	13.5	33.83	19.17
"gene:Rv1981c"	283.17	462.17	301.83
"putative_UTR:m2225189_2225347"	42.67	74	49.67
"putative_sRNA:p2225384_2225648"	6	10	7
"gene:Rv1982c"	45.33	97.17	75
"gene:Rv1982A"	46	129.17	87.83
"gene:Rv1983"	459.33	412.17	383.5
"putative_sRNA:m2226567_2227076"	32.83	37	36
"putative_UTR:m2227796_2227907"	39	64.33	46.5
"gene:Rv1984c"	178	256.58	147.5
"putative_sRNA:p2228676_2229506"	154	134.5	142.5
"gene:Rv1985c"	23	73.25	45.33
"gene:Rv1986"	61	169.17	364.83
"putative_UTR:p2230611_2230860"	22	62.17	164.33
"gene:Rv1987"	293.83	694	540
"putative_UTR:p2231455_2231679"	157.92	284	237.5
"gene:Rv1988"	138.58	143.83	113.5
"putative_sRNA:p2232275_2233242"	162.83	229	192.83
"gene:Rv1989c"	166.67	161	144
"gene:Rv1990c"	150.5	133.5	142.33
"putative_sRNA:p2233688_2234128"	20.5	31	22
"gene:Rv1990A"	26.5	42	27
"gene:Rv1991c"	57.33	103	62.17
"gene:Rv1991A"	32.17	47.67	39
"putative_UTR:m2234892_2234990"	11.5	19.17	11.33
"gene:Rv1992c"	195	549.17	374.67
"putative_sRNA:p2235168_2235350"	9	17	8
"putative_sRNA:p2236971_2237270"	15.5	10	13
"gene:Rv1993c"	25.17	80.67	72.42
"putative_UTR:m2237576_2237627"	24.33	76.17	85.5
"gene:Rv1994c"	55.5	176	139.67
"gene:Rv1995"	7	15.5	13.5
"gene:Rv1996"	3273.92	1307	2631.17
"putative_UTR:p2239958_2240158"	314.42	139.25	330.67
"gene:Rv1997"	1074.33	1084.92	2037.83
"putative_UTR:p2242877_2243596"	228	679.5	984.67
"gene:Rv1998c"	55	99	79.5
"gene:Rv1999c"	8	1	6.5
"putative_sRNA:p2243852_2244185"	6	9	20
"gene:Rv2000"	72.33	113.5	57.5
"gene:Rv2001"	43.33	70.5	54
"gene:Rv2002"	109	167	131
"putative_sRNA:m2247683_2247820"	3	13	15
"putative_UTR:m2248295_2248562"	50	169	246.33
"gene:Rv2003c"	140.5	448.17	731.58
"putative_UTR:m2249421_2249477"	36.5	67.17	149
"gene:Rv2004c"	553.33	1305.67	2180.33
"gene:Rv2005c"	1213.33	2064.83	4123.33
"putative_sRNA:p2251272_2251504"	5	10	6.5
"putative_UTR:m2251884_2252043"	162	204.33	366.17
"gene:Rv2006"	568	861.5	1290.83
"putative_sRNA:m2253578_2254131"	21	53.83	50.33
"putative_UTR:m2255143_2256083"	581.17	2480	3331.92
"putative_sRNA:p2256029_2256345"	33	37	33.33
"gene:Rv2007c"	1035.33	2835.17	4286.58
"putative_sRNA:p2256463_2257000"	39.5	78.5	91.83
"gene:Rv2008c"	11	24.33	19
"putative_sRNA:p2257036_2257155"	1	4.5	3.5
"gene:Rv2009"	111	452.25	201.5
"gene:Rv2010"	94.5	404.25	227.5
"putative_UTR:m2258430_2258853"	4.5	13.5	9.5
"putative_UTR:p2258672_2259280"	15	86.25	55.67
"gene:Rv2011c"	7.5	22	23
"gene:Rv2012"	9.83	28	13
"putative_sRNA:m2259696_2260161"	77	136.5	100.5
"putative_UTR:p2259821_2260065"	5.33	11.5	12.5
"putative_UTR:p2260083_2260664"	2.83	9.5	7
"gene:Rv2013"	0	1	0
"putative_sRNA:m2260909_2261190"	6	9	3
"gene:Rv2014"	0	0	0
"gene:Rv2015c"	153.5	282.83	211.67
"putative_sRNA:p2261862_2261959"	0	0	0
"putative_sRNA:m2263313_2263623"	17	35	30
"gene:Rv2016"	46.5	106	75.5
"gene:Rv2017"	38.5	59.33	54.83
"putative_UTR:p2265039_2265188"	8.67	21.67	13.67
"putative_UTR:p2265255_2265279"	20.5	27.5	24.83
"gene:Rv2018"	161.17	181.83	133.42
"gene:Rv2019"	39.83	82.83	68
"putative_UTR:m2266338_2266420"	22.67	43.5	49.67
"gene:Rv2020c"	61.83	92.92	96.92
"putative_UTR:m2266721_2266804"	46.67	44.58	39.75
"gene:Rv2021c"	175	146.58	128.83
"putative_sRNA:p2267109_2267566"	44	112.5	109
"gene:Rv2022c"	113.5	113.58	121.83
"gene:Rv2023c"	42.5	45.5	48
"putative_UTR:m2268117_2268267"	89	91	77.83
"gene:Rv2024c"	478.33	468.67	361.17
"putative_sRNA:p2270454_2271045"	27	44	31
"gene:Rv2025c"	180.5	168.5	104.33
"gene:Rv2026c"	123.33	101	85.33
"gene:Rv2027c"	226.33	312.42	245.83
"putative_UTR:m2274509_2274568"	12.33	45.58	63.5
"gene:Rv2028c"	127.83	487.92	702
"putative_sRNA:p2274787_2274930"	9	6	9.5
"gene:Rv2029c"	285.83	961.17	1377.67
"gene:Rv2030c"	2566.92	5447.83	8268.33
"putative_sRNA:p2277651_2277949"	14	9	10
"gene:Rv2031c"	6110.42	9219.42	14699.62
"putative_UTR:m2278933_2278962"	1208.83	1600.42	2998.87
"putative_UTR:p2279104_2279128"	114.33	82	177.67
"gene:Rv2032"	1347.5	1359.75	2066.67
"putative_UTR:p2280125_2280489"	115.5	139.25	265.83
"gene:Rv2033c"	59.5	86	49.5
"gene:Rv2034"	15.5	14	17.17
"gene:Rv2035"	75	86.67	64.67
"gene:Rv2036"	116	98.67	81.33
"putative_sRNA:m2282246_2282446"	7	9.5	6
"putative_UTR:p2282741_2282968"	9.5	11.5	13
"gene:Rv2037c"	148	159.83	169.08
"gene:Rv2038c"	82.5	123.83	97
"gene:Rv2039c"	58.5	62.5	42.5
"gene:Rv2040c"	129.5	147.42	106.33
"putative_sRNA:p2286450_2286701"	9	13	15
"gene:Rv2041c"	113	140.75	97.5
"gene:Rv2042c"	102.33	141.33	123.33
"putative_sRNA:p2288415_2288554"	7	12.5	7
"gene:Rv2043c"	267.33	311.33	228.5
"putative_sRNA:p2288947_2289380"	24	31	21.33
"gene:Rv2044c"	22.33	22.5	16.5
"putative_UTR:m2289635_2289684"	20.83	27.5	22.83
"gene:Rv2045c"	547.17	504.5	435.42
"gene:Rv2046"	125	164.5	144.75
"gene:Rv2047c"	452.83	557.17	391.58
"gene:Rv2048c"	4177.75	4616.33	3157.33
"gene:EBG00000313323"	0	1	0
"putative_sRNA:p2300448_2300792"	9.5	9.5	12.5
"putative_UTR:m2306987_2307176"	72.5	149.17	111.17
"gene:Rv2049c"	31	55	36.33
"putative_UTR:m2307518_2307578"	21.5	27	20.33
"putative_UTR:p2307759_2307820"	60.67	80.17	68.33
"gene:Rv2050"	246.17	235.33	232.33
"putative_UTR:m2307823_2308130"	68.5	158	123.5
"gene:Rv2051c"	778.5	1135	875.17
"putative_UTR:p2308157_2308469"	110.5	115.5	109
"putative_sRNA:p2308938_2309173"	5	7	4.5
"putative_UTR:m2310808_2310912"	1.5	6	3.83
"gene:Rv2052c"	111.33	209.25	133.17
"gene:Rv2053c"	139.67	207.58	167.67
"putative_sRNA:m2313093_2313235"	23	28	26
"gene:Rv2054"	213.83	229.67	144
"putative_UTR:p2313839_2313957"	39	56.5	50.5
"gene:Rv2055c"	14.5	13	4.33
"gene:Rv2056c"	7.17	8.83	1.33
"gene:Rv2057c"	9.67	12.58	3.33
"gene:Rv2058c"	7.67	8.08	7
"putative_UTR:p2315140_2315173"	3	6.75	5.5
"gene:Rv2059"	16.33	48.75	17
"putative_UTR:m2316231_2316680"	245.33	228	205
"gene:Rv2060"	4.33	10	3.5
"gene:Rv2061c"	177.5	207.33	174
"gene:Rv2062c"	498.5	513.17	383.33
"gene:Rv2063"	6	15	9
"gene:Rv2063A"	5	13	2.5
"gene:Rv2064"	48.5	53.5	40.5
"gene:Rv2065"	37	53	33
"gene:Rv2066"	103.5	131.5	93
"putative_UTR:m2324603_2324646"	18.33	28	23
"gene:Rv2067c"	347.83	589.83	384.17
"gene:Rv2068c"	275	387.17	254
"gene:Rv2069"	154	164.5	130
"gene:Rv2070c"	48	58.5	42
"gene:Rv2071c"	35.33	33	35
"gene:Rv2072c"	36.5	33	25.5
"putative_sRNA:p2329918_2330394"	32	28.5	30.33
"gene:Rv2073c"	14.5	17.5	12.5
"putative_UTR:m2330964_2331114"	2.5	2.5	3
"gene:Rv2074"	253	525.58	403.67
"putative_UTR:m2331328_2331414"	10.33	8.5	11.5
"putative_UTR:p2331407_2331731"	61.5	110.58	89.33
"gene:Rv2075c"	107	161.17	117.5
"putative_UTR:m2332880_2333036"	19.17	39.33	30.33
"gene:Rv2076c"	38.67	75.83	72.33
"putative_UTR:m2333289_2333322"	14.33	18.5	17
"gene:Rv2077c"	1063.42	1028.67	952
"putative_sRNA:p2333751_2333880"	4	5	2
"gene:Rv2077A"	19.5	32	22
"gene:Rv2078"	13	31.83	31.5
"gene:Rv2079"	143.5	255.83	174.33
"putative_UTR:m2337218_2338064"	749.33	628.67	606.67
"gene:Rv2080"	268.5	350.75	234
"putative_UTR:p2337870_2338708"	460.92	609.25	489
"gene:Rv2081c"	183.17	212.17	160.33
"putative_UTR:m2338506_2338626"	109.17	132.83	101.33
"gene:Rv2082"	625.17	685	585.33
"putative_sRNA:m2339651_2339749"	10.5	11	12
"gene:Rv2083"	233.17	213.25	237
"gene:Rv2084"	361.33	358.42	316.33
"putative_sRNA:m2342123_2342349"	7	10	14
"putative_UTR:p2342945_2343026"	66.42	105.5	87.92
"gene:Rv2085"	65.08	124.33	87.25
"gene:Rv2086"	12.67	34.33	26.5
"putative_sRNA:m2343590_2343954"	5	15	11
"gene:Rv2087"	2	5	4
"gene:Rv2088"	117.83	166	118.33
"putative_sRNA:m2345902_2346159"	8	19.5	12.5
"gene:Rv2089c"	17	33	18.5
"gene:Rv2090"	16	35	32
"putative_UTR:m2348344_2348557"	293.42	306.08	246.5
"gene:Rv2091c"	1260.42	1271.67	951.67
"putative_UTR:m2349293_2349333"	82	85.33	61.5
"gene:Rv2092c"	880.37	871.17	640.33
"putative_UTR:m2352055_2352102"	27.87	20.62	18.33
"gene:Rv2093c"	907.62	959.95	752.83
"gene:Rv2094c"	1217.08	1215.5	1049.25
"putative_UTR:m2353298_2353364"	328.17	295.67	260.92
"gene:Rv2095c"	116	153.58	143.42
"gene:Rv2096c"	334.67	561.33	357.58
"gene:Rv2097c"	1123.5	1574.67	1100.83
"putative_sRNA:p2356314_2356612"	11	23	21
"putative_sRNA:m2358264_2358471"	10.5	14	12
"gene:Rv2100"	8	21.5	13
"putative_sRNA:m2358595_2359370"	39.5	36.5	28.5
"putative_sRNA:m2359446_2359803"	415.83	315.5	254.17
"putative_UTR:p2360180_2360239"	24.17	44	35
"gene:Rv2101"	614.33	960.5	688.92
"putative_UTR:p2363282_2363390"	36.83	67.83	42.75
"gene:Rv2102"	138.5	244.5	142
"putative_sRNA:m2363452_2363540"	2	4	3
"putative_UTR:m2363963_2364085"	29.83	62.83	39
"gene:Rv2103c"	61.83	141.17	105.5
"putative_UTR:p2364108_2364133"	14.5	33.5	18.67
"gene:Rv2104c"	59.83	152.83	110
"putative_sRNA:m2364786_2365368"	109	174	165.5
"gene:Rv2105"	19.67	17.33	13.5
"gene:Rv2106"	33.67	34.33	31.5
"putative_sRNA:p2367012_2367114"	38	46.5	39
"gene:Rv2107"	17.5	41	21.5
"gene:Rv2108"	173.83	209.33	141.67
"putative_UTR:p2368443_2368838"	170.83	182.33	136
"putative_UTR:m2368922_2368982"	58.33	74.67	60.5
"gene:Rv2109c"	668.08	877.83	636.92
"gene:Rv2110c"	732.42	976.33	721.17
"putative_sRNA:p2370572_2370694"	11	16	15
"gene:Rv2111c"	248.75	259.33	215.33
"putative_UTR:m2370793_2370904"	110.5	126.83	88.67
"gene:Rv2112c"	729.5	866	530.33
"gene:Rv2113"	112	113	76.5
"gene:Rv2114"	268	374.33	299.5
"putative_UTR:m2374020_2374460"	373.08	357.83	318.33
"putative_UTR:p2374458_2374590"	69	87.33	94.5
"gene:Rv2115c"	3447.42	3232.33	3027.17
"putative_sRNA:p2376086_2376299"	6.5	16.5	13
"putative_UTR:m2376291_2376329"	48.5	65	50.33
"gene:Rv2116"	38.5	75.33	56.5
"gene:Rv2117"	11	14.83	14
"gene:Rv2118c"	106	138.5	113
"gene:Rv2119"	80.5	127	80
"gene:Rv2120c"	122.17	180.33	154.08
"putative_UTR:m2379728_2379754"	33.67	48	42.58
"gene:Rv2121c"	48	64.17	37.33
"gene:Rv2122c"	8	15.33	9.33
"putative_UTR:p2381028_2381070"	0.5	1	0
"gene:Rv2123"	8.5	5	8
"putative_UTR:m2382408_2382488"	67.33	79.5	87.67
"gene:Rv2124c"	1863.83	2060.92	2103.08
"gene:Rv2125"	247	317.5	284.83
"gene:Rv2126c"	17	26	24
"putative_UTR:p2388521_2388615"	111.67	123.83	132.17
"gene:Rv2127"	1130.5	1708.33	1304.17
"putative_sRNA:m2389654_2390010"	163	166	166.83
"gene:Rv2128"	231.5	352.5	330.17
"putative_UTR:m2390208_2390307"	50.33	44.67	39.83
"putative_UTR:p2390289_2390781"	172	340.67	288.33
"gene:Rv2129c"	335.83	270.08	232.83
"putative_UTR:m2391190_2391214"	25.5	29.42	20.67
"gene:Rv2130c"	347.08	449.67	310.33
"putative_sRNA:p2391995_2392524"	117	133	128
"putative_UTR:m2392460_2392516"	55.58	44.42	44.83
"gene:Rv2131c"	384.08	429.25	351.5
"gene:Rv2132"	92.33	183.33	154.17
"putative_UTR:p2393642_2393688"	31.5	48.5	41.67
"gene:Rv2133c"	120	145.5	140.67
"gene:Rv2134c"	495.5	501	445.67
"putative_UTR:m2395238_2395300"	46	36	29.5
"gene:Rv2135c"	239	293.33	232.33
"gene:Rv2136c"	501.58	682.17	504.58
"putative_UTR:m2396839_2396901"	368.75	349.5	314.17
"gene:Rv2137c"	3512.08	2903.17	2473.92
"putative_UTR:p2397253_2397329"	49	57	43.83
"gene:Rv2138"	246.5	330	316.67
"putative_UTR:p2398407_2398719"	187.33	264.5	202.5
"gene:Rv2139"	219.5	315.67	242.87
"putative_UTR:m2399578_2399797"	139	78.33	66
"gene:Rv2140c"	545.75	267.17	273.67
"putative_sRNA:p2399817_2400048"	51.5	80.5	66.53
"putative_UTR:m2400329_2400375"	127.75	62.33	65.17
"gene:Rv2141c"	247.25	242	174
"putative_sRNA:p2400406_2400622"	34.5	36.5	25
"putative_sRNA:m2401765_2401964"	3	6.5	3
"gene:Rv2142c"	62.67	88.08	73.42
"gene:Rv2142A"	104.17	126.58	117.08
"gene:Rv2143"	124.5	106	102
"putative_UTR:m2403952_2404164"	131.67	234.42	169.75
"gene:Rv2144c"	393.17	751.5	489.17
"putative_UTR:m2404522_2404615"	185.5	355.42	277.5
"gene:Rv2145c"	666.17	1495.33	1164.67
"putative_UTR:m2405399_2405665"	257.67	534.5	443.75
"gene:Rv2146c"	218	265.17	235.75
"putative_UTR:m2405957_2406117"	166.92	272.83	218
"gene:Rv2147c"	627.42	1538.5	1057.33
"gene:Rv2148c"	95.58	236.33	175
"gene:Rv2149c"	149.08	225.33	173.17
"gene:Rv2150c"	487.33	964.67	686.17
"putative_UTR:m2409525_2409614"	79.33	175.33	142
"putative_sRNA:p2409607_2410314"	4	38.5	24
"gene:Rv2151c"	260.67	271.17	224.17
"gene:Rv2152c"	508.67	500.33	367.83
"gene:Rv2153c"	125	116.17	108
"gene:Rv2154c"	1065.83	1192	851.67
"gene:Rv2155c"	518.33	476.83	375.17
"gene:Rv2156c"	1196.5	665.67	528.33
"gene:Rv2157c"	570.75	320.17	252.67
"gene:Rv2158c"	622.67	381.17	383.17
"putative_sRNA:p2419897_2420020"	5	3	1
"gene:Rv2159c"	863.67	572.78	610
"gene:Rv2160A"	408	213.28	237.17
"gene:Rv2160c"	185.33	96.53	105.33
"gene:Rv2161c"	1267.17	837.33	783.5
"putative_UTR:m2423138_2423239"	387.83	306.33	272.33
"gene:Rv2162c"	994.83	944.83	817
"putative_UTR:m2424839_2424893"	91	95.67	82.67
"gene:Rv2163c"	287.67	751.33	411.92
"putative_sRNA:p2425397_2425524"	7.5	10.5	4
"putative_sRNA:p2425530_2426275"	105	114.83	83
"gene:Rv2164c"	77	206.42	146.83
"putative_sRNA:p2427202_2427362"	1	0	4
"gene:Rv2165c"	156	426.42	322.5
"gene:Rv2166c"	208.67	729.83	504
"putative_UTR:m2429859_2429897"	50.83	150.67	114
"gene:Rv2167c"	26	22	30.5
"gene:Rv2168c"	16.67	11.83	14.5
"putative_UTR:m2431539_2431564"	98.08	69	56.33
"gene:Rv2169c"	463.67	343.17	280.42
"putative_UTR:m2431970_2432038"	118.42	111.5	86.58
"gene:Rv2170"	18.5	31	19
"gene:Rv2171"	90.33	204.5	113.33
"putative_UTR:m2433533_2433630"	30.83	42	58.33
"gene:Rv2172c"	427.67	711.33	683
"putative_UTR:m2434537_2434626"	26.83	44.5	33.83
"gene:Rv2173"	171.33	209.83	161.33
"putative_sRNA:m2435012_2435435"	26.33	30.5	28.5
"gene:Rv2174"	323.17	395.33	309.67
"putative_UTR:m2437394_2437445"	25.75	36.5	39.33
"gene:Rv2175c"	159.08	143.5	125.33
"putative_sRNA:p2437557_2437746"	39.5	55	40
"gene:EBG00000313321"	19.83	22.5	21.33
"gene:Rv2176"	155.33	205.75	177.33
"putative_sRNA:m2438037_2438375"	36.17	34	26
"gene:Rv2177c"	79	92.67	78
"putative_UTR:m2440236_2440331"	47.75	70.67	65.17
"gene:Rv2178c"	703.25	1264	886.67
"putative_sRNA:p2440533_2440712"	7	14.5	10
"gene:Rv2179c"	35	39	35
"gene:Rv2180c"	45.5	40.33	28
"putative_UTR:p2443026_2443301"	95	85.33	75.5
"gene:Rv2181"	520	566.42	442.67
"putative_sRNA:m2443383_2443512"	4	4	2.5
"putative_UTR:m2444499_2444585"	45.83	34.33	26.5
"gene:Rv2182c"	1467	1221.33	1061.33
"putative_UTR:m2445330_2445414"	118.83	109.33	94.83
"gene:Rv2183c"	262.17	274.67	216.08
"gene:Rv2184c"	470.67	577.17	411.92
"putative_sRNA:p2446291_2446466"	8	2	3.5
"putative_UTR:m2446947_2447065"	197.83	183.25	137
"gene:Rv2185c"	608.67	589.92	533.67
"putative_sRNA:p2447487_2447696"	11	13.33	10
"putative_UTR:m2447501_2447604"	100.08	96.33	84
"gene:Rv2186c"	156.58	175.17	148.83
"putative_UTR:p2448126_2448159"	40.33	52	44.83
"gene:Rv2187"	617.58	822.83	660.5
"putative_sRNA:m2448968_2449440"	25.5	38.83	23
"putative_UTR:p2449963_2449988"	24.67	39.83	31.33
"gene:Rv2188c"	80	96	57.5
"putative_sRNA:p2450051_2450411"	25.5	44	34
"putative_sRNA:p2451044_2451341"	21.5	23	22
"gene:Rv2189c"	64.17	181	118.17
"putative_UTR:m2452021_2452114"	99.17	173.67	108.5
"gene:Rv2190c"	1206	1872.67	1314.92
"putative_UTR:m2453273_2453436"	134.5	237.33	176.25
"gene:Rv2191"	36.5	60	51
"gene:Rv2192c"	114	173	138.33
"gene:Rv2193"	1747.5	1737.78	1320.42
"putative_sRNA:m2456973_2457240"	75.5	144	106.5
"putative_UTR:p2457513_2457552"	174.83	190.78	148.25
"gene:Rv2194"	1225.17	1401.95	1104.42
"gene:Rv2195"	2882.25	2863.92	2376.08
"putative_sRNA:m2458935_2459293"	30.5	45	34.83
"gene:Rv2196"	4221.17	3972.17	3011.58
"putative_sRNA:m2459933_2460318"	12	20	21
"putative_UTR:p2461328_2461544"	40.83	34.33	29.5
"gene:Rv2197c"	312.5	345.67	260.53
"gene:Rv2198c"	293	467	342.7
"putative_UTR:m2463048_2463232"	268.5	372.17	357.58
"gene:Rv2199c"	679.67	865	729.92
"gene:Rv2200c"	1926.33	2538.17	1928.67
"putative_UTR:m2464752_2464836"	119.17	182.5	141.67
"gene:Rv2201"	207.83	235.83	185.5
"putative_sRNA:m2465516_2465780"	18.5	31	19
"putative_sRNA:m2466720_2466943"	68	98	87
"gene:Rv2202c"	1009.67	1212.5	1072.08
"putative_UTR:m2468028_2468210"	84.83	138	116.5
"gene:Rv2203"	97	163	108.67
"putative_UTR:m2468316_2468930"	899.42	980.92	825.5
"gene:Rv2204c"	1518.5	1619.25	1422.33
"putative_sRNA:p2468955_2469146"	38	47	32.17
"putative_UTR:m2469288_2469386"	312.17	424.17	371.17
"gene:Rv2205c"	118.17	101.17	98.83
"gene:Rv2206"	205.83	240.33	229
"putative_sRNA:m2471071_2471328"	14.5	31.5	23.5
"putative_UTR:p2471333_2471410"	47.17	50	40.25
"gene:Rv2207"	123.5	119	120.25
