"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"gene:Rv1895"	313.92	291.75	2895.17	3563.25	4868.83	3641.92	236.5	170.17	197.25	240.08	5268.92	3662.33
"gene:Rv1896c"	771	708.75	982.83	1194.67	795	343.33	579.33	675.75	152.5	195	249.58	724.67
"putative_UTR:p2143676_2143729"	84.58	86.75	108	128.83	243.67	146.83	91.33	91.83	44.42	41.25	353.75	280
"putative_sRNA:p2143786_2143981"	68.08	64.92	1401	2198.83	271.67	139.17	85.67	83.83	45.83	52.75	365.08	361.83
"putative_sRNA:p2144075_2144192"	0.5	0	124	164.33	31.5	9	4	3	3	2	15.5	44.17
"gene:Rv1897c"	303.5	261.33	586.83	756.33	552.5	283.5	91.5	59	45	129.17	164.5	217.17
"gene:Rv1898"	840.33	1035.83	417	672	1221	537.5	596.33	605.17	253.5	244	744.5	1763.83
"putative_UTR:m2145089_2145213"	427.17	496.58	346.33	489.25	758.58	560.75	193	137.5	152.5	169.67	305.92	389.17
"gene:Rv1899c"	8460.92	9793.42	3943.67	5644.92	10903.75	6883.17	5379.42	4625.25	3160.42	2977.33	8449.25	6638.33
"putative_sRNA:p2145611_2145826"	19.5	18.33	149.5	215.83	36	18	5	2.25	22.33	17.5	26	35
"putative_sRNA:p2145894_2146584"	819.17	827.83	2889.42	4057.42	1455.83	309	1356.17	1228.25	2652.25	1877.58	789.33	1222.17
"gene:Rv1900c"	3231.92	3287.25	2050.42	2846	3443	1338.67	1985.92	1557	699.5	802.83	1467.92	2341.42
"putative_sRNA:p2146964_2147086"	68.5	50	369	490.5	175	148	34.5	44.5	88	106.5	63	176
"gene:Rv1901"	3658.17	3457.25	1076.5	1537.67	1951.17	704.33	1447.08	1151.67	289.17	423.5	727.42	1356.5
"putative_sRNA:m2147828_2148398"	768.75	746.83	279	357.75	1383.17	414	982.67	837.5	223.5	240	574.33	618.33
"putative_UTR:p2148955_2149681"	1268.58	1155	375	486.33	1765.75	481.33	696.08	661.5	494.17	343.5	460.67	1202
"gene:Rv1902c"	591	616.5	295	399.5	701.83	270.83	311.83	236.83	77.5	102.5	230.33	460.83
"gene:Rv1903"	327.08	381.17	236.5	317.67	197	39	298.33	379.67	56.5	113.83	42.25	67
"putative_sRNA:m2150415_2150535"	86	74.33	70.5	101	120.83	39.5	32.5	28	17.5	8.5	33.33	67
"putative_UTR:p2150769_2150953"	1048	879.7	235.17	269.5	1528.75	764.5	577.92	354.42	594.5	523.75	714.53	308.42
"gene:Rv1904"	2524.33	2231.28	650.92	795.5	4016.08	1842.17	2046	1266.25	1271.33	1213.75	1815.2	801.75
"putative_UTR:p2151386_2151588"	390.33	366.08	188.5	227.75	731.08	428.17	297.58	229.33	174.17	157.17	342.25	179
"gene:Rv1905c"	3111.95	2916.89	864.11	1178.56	2610.56	1177.64	799.61	580.58	766.73	659.16	1340.89	2437.45
"putative_UTR:m2152396_2152424"	1181.79	1120.39	174.45	219.23	977.14	493.64	485.78	314	381.23	293	658.23	1066.79
"gene:Rv1906c"	3436.59	3272.14	717.45	910.7	3658.39	1964.81	1512.19	1214.75	1023.9	711.5	2283.39	2919.79
"gene:Rv1907c"	1057.78	1131.67	603.42	913.42	1016.25	305.83	675.87	685.33	1347.95	1067.08	650.33	2382.92
"gene:Rv1908c"	8451.2	8768.92	5560.5	7854.17	12854.41	4159.08	8270.48	8688.92	15593.2	11405	15217.7	45227.89
"putative_UTR:m2156112_2156148"	154.25	153.75	144.42	183.33	368	175.58	213.62	176.58	228.75	180.08	478.11	1485.31
"gene:Rv1909c"	269.42	275.25	607.92	754.83	1167.83	620.42	370.45	285.33	324.08	345.25	1867.95	4673.39
"gene:Rv1910c"	512.5	497.33	255.17	326.83	834.42	413.17	332	392.67	463.67	318.5	352.33	801.17
"gene:Rv1911c"	2323.58	2212.33	1130	1490.75	3399.92	1292.17	1325.08	1362.33	2039.33	1258.17	1265.08	2607.78
"putative_UTR:m2157988_2158086"	646.17	681.67	423	569.75	1146.67	333.17	427.08	408.28	801.17	508	312.25	741.62
"gene:Rv1912c"	694.17	830.17	198.5	295.5	1325.67	334.5	690.5	698.87	211.67	157.33	277.5	1202.83
"gene:Rv1913"	322.33	316.53	120.5	193.5	656.5	210.83	123.83	79	44	40	228	487.83
"putative_UTR:m2159875_2159920"	132.33	122	35.5	47	147.67	62.67	42.25	32.67	23.33	24	83.33	99.67
"gene:Rv1914c"	352.83	325.5	81.5	145.5	425.5	210.67	92.25	99.17	42.83	38	196.83	257.17
"putative_UTR:p2160360_2160462"	324.75	331.25	78.5	93	691.58	275	310.67	343.17	115.58	82.17	265.42	661
"gene:Rv1915"	3535.58	3901.42	994.83	1259.5	6537.67	2469.5	4414.33	5154.87	1561.92	1130.5	2995.42	6807.17
"putative_sRNA:m2160751_2160894"	65	49.33	51	64.5	164.83	110.83	31.83	23	11.33	14.5	68.17	75.25
"putative_sRNA:m2160937_2160975"	21	26.5	24.5	39	69.83	101.33	13.33	19	8	9.5	35	44.75
"gene:Rv1916"	2493.17	2558.17	467.17	619.5	3784.08	1157.25	1917	1989.12	1526.5	1068.67	1723.67	3937.58
"putative_UTR:p2162763_2163010"	584.67	584.08	81.33	80	725.67	213.75	448.42	395.25	480.33	299.83	325.83	946.42
"gene:Rv1917c"	237.33	248	272	371	522.92	202	68.33	72.5	20	26.5	100.5	310
"putative_sRNA:p2163056_2163212"	103.33	85.67	21.83	18	132	43.17	16.67	27.17	55	25.67	44	142
"putative_UTR:m2167550_2167648"	59	37.67	20.33	18	40.5	15.5	19.5	20.17	13	13	18.5	62.83
"gene:Rv1918c"	1884.7	2082.83	734.83	1067.5	1383.33	323.5	1196.92	1042.67	350.17	443.83	361	850.83
"putative_sRNA:p2168468_2168690"	95	109.83	66.5	87.5	120.83	28.5	64.17	54.33	8	14	28.5	68.5
"putative_sRNA:p2168712_2168959"	188.83	187.33	370	462	627.17	247	108.67	114.08	24.17	56	80.17	474.75
"putative_UTR:m2170641_2171060"	650.53	676.67	173.33	195.5	343	79.5	343.58	310.17	79.83	138.33	61.92	159.75
"gene:Rv1919c"	1532.67	1443.67	242.33	296.33	827.58	227	1093	1002.25	126.17	194	203.25	328.5
"putative_UTR:m2171526_2171557"	165.5	165.67	56	81.67	144.83	58.5	142.08	115.67	21.33	29	50	56.5
"gene:Rv1920"	967.08	1056.42	253.5	403.67	1876.92	842.5	710.25	739.17	192.5	133.5	842.33	1231
"gene:Rv1921c"	140	148	596.5	796	234.5	86	98.5	85	78	96	56	98
"putative_sRNA:p2172593_2172816"	186.83	170.5	74	128.33	270	90.5	85.5	67.5	57.5	52.5	107.83	179.83
"gene:Rv1922"	576	553.17	573.83	735.33	1406.33	703.83	338.17	334.33	255.67	156.83	460.5	1095
"putative_sRNA:m2174954_2175205"	94.5	89.17	308.33	425.83	346	116.5	111.33	89.83	44	43	155.5	233
"gene:Rv1923"	3682.33	3819.5	946.83	1271.67	2272.17	618.17	2936.58	2803.92	455.25	532.67	837	1360.5
"putative_sRNA:m2175973_2176334"	306.25	280.83	419	593.33	212.33	52.83	135	139	53	59.5	54.5	102.5
"putative_UTR:p2176514_2176811"	528.17	533.17	217	299.5	483.67	126.17	280.75	279.17	111.33	142.83	166.5	231.67
"gene:Rv1924c"	1208.75	1261.17	610	894.5	551.42	106.5	1032.33	1096.83	146.25	255.33	163.92	321.33
"putative_UTR:m2176931_2176973"	199.08	213.67	139	193.67	111.42	23	165.83	157.17	31.5	47.83	31.42	42.17
"gene:Rv1925"	48759.28	51642.87	13748.28	18268.33	35744.83	7979.17	66714.65	60903.28	15389.92	15818	15030.17	40758.75
"putative_sRNA:m2178439_2178592"	25.5	27	359.17	542.83	242.58	58.42	27.33	28.75	42.53	25.83	51.83	72
"putative_sRNA:m2178704_2178835"	89.33	114.7	729.42	1102.92	538.58	170.12	106.25	85.03	247.03	128.08	211.17	232.17
"putative_UTR:m2178899_2178956"	98	105.7	287.92	400.17	599.98	200.62	158.92	174.03	107.33	58.08	187.83	146.17
"putative_UTR:p2178950_2179672"	7047.12	6572.53	1269.2	1645.92	3969.67	1018	19609.02	15203.7	2229.42	2518.17	887.75	4281.5
"gene:Rv1926c"	576.75	630.7	1418.58	1868.42	3159.07	1030.95	1028.58	1186.7	305.08	224.08	816.17	636.17
"putative_UTR:m2179437_2179482"	135.25	125.67	229.83	304.25	621.58	212	242.33	258.67	43.58	48.5	148	96.67
"gene:Rv1927"	1231.33	1133.67	430.5	553.5	1282.67	408.83	2823.28	1931	413.92	363.67	441.67	879
"gene:Rv1928c"	161	158.67	2511.33	3354	969	480.83	166.5	205.33	63	84	320.33	236.25
"putative_sRNA:p2180461_2180797"	290.33	264.75	90.5	140.83	253.17	96.33	343.83	308.33	99.92	82.5	90.5	285.42
"putative_sRNA:p2180877_2181028"	34	23	41.5	73.5	36	13	39.5	33	14.33	16.5	32	23.5
"gene:Rv1929c"	1287.5	954.83	4350.33	4839.83	4644.33	2233.5	457.33	449.33	351	580.67	1086.58	889.67
"gene:Rv1930c"	79.5	82.5	71.5	77.83	117.83	35.5	108.42	90.17	32.5	36	57	85.5
"gene:Rv1931c"	667.5	711.33	260	306.67	1087.67	432.17	449.92	358.83	159.5	237.5	410.5	476
"gene:Rv1932"	4924	5272.42	752.67	1069.33	1718.53	413.33	5296.12	5444.28	446.83	686.33	336.83	438.67
"gene:Rv1933c"	48.83	38.5	104.5	120.5	34.83	6	21	25.33	16	20	30.83	103
"putative_UTR:p2183870_2184126"	1998	2136.33	409.33	510	670.87	121.33	1612.03	1743.87	257	382.83	142.83	199.83
"gene:Rv1934c"	36	36	133	181	56.33	21.5	37.53	35.5	36	42.5	65.17	231.17
"putative_sRNA:p2185285_2185403"	115.17	126.08	31	62	29.5	5	124.5	90	7	20	14.5	10.5
"putative_sRNA:p2185501_2185628"	117.17	92.5	41	64	56.5	10	71.58	60.5	6	12	19	19.5
"gene:Rv1935c"	60	70.5	227.5	322.5	145.5	61	91.03	52.5	34	73	142.5	575.5
"gene:Rv1936"	284	210.33	1308.33	1844.83	709	539.5	404.5	359.33	546.83	1127	1267.92	3343.33
"gene:Rv1937"	612.33	471.92	1408.33	1921.5	653	376.5	466.33	405.83	730	1349	673.75	2932.25
"putative_sRNA:m2189845_2190264"	1384.33	1241.08	6617.83	8062.75	4517.75	1446.5	1300.17	1089.42	2914.25	2292.33	856	2325.67
"gene:Rv1938"	247.67	259.25	449.17	695.83	312.5	129.5	222.67	209.42	317.67	474.83	230.58	1212.17
"gene:Rv1939"	131.92	128.33	328	448.67	170.5	77	128.33	110.08	288.67	424	135	702.5
"gene:Rv1940"	398.5	299.45	557.67	830.17	305.33	135.5	276.33	221.33	926.17	1208.5	239.5	1123.67
"gene:Rv1941"	504.92	490.78	195	267.83	386.75	106.5	164.33	105.33	179.83	259.67	130	438
"putative_sRNA:m2194062_2194160"	837.92	854.95	36	52.83	321.58	78.33	398.75	397.5	27.33	35.5	328.25	713.17
"putative_UTR:m2194179_2194643"	2175.57	1804.2	175.83	238.83	1374	499.17	594.83	540.58	99.5	130.75	1553.67	3577.42
"gene:Rv1942c"	827.82	660.42	212.67	255.17	1615.58	552.83	231.67	169.83	98.17	120.08	1253.5	3227.67
"gene:Rv1943c"	579.25	474.25	171	229.33	1110.58	338.83	215	215.92	71.67	92.42	685.67	2073.25
"gene:Rv1944c"	412.08	400.75	120	191.5	674.25	133.83	170.5	125.67	93.33	85.17	155.67	241.33
"gene:Rv1945"	900.33	905.17	478	606	2182.17	841.17	1038.33	915.5	802.5	647.5	513	1306.5
"gene:Rv1946c"	73	54	82.5	114.5	219.33	72	35	19	39	27.5	78	92
"putative_UTR:p2197705_2198023"	708.75	645	48	59.33	442.33	193.83	202	173.5	60.5	54.5	112.17	190.5
"gene:Rv1947"	876.42	761.08	43.5	38.83	263	128.33	460	408.83	26.5	48	118.33	184.17
"gene:Rv1948c"	136.75	137.17	73.5	90.5	220.5	83.67	66.5	54.75	29.5	29	51.5	138
"gene:Rv1949c"	632.12	524.42	173.5	251.83	490.12	214	144.17	99.17	33.83	56.67	259.17	288.42
"gene:Rv1950c"	627.12	560.42	87.33	118.5	543.28	246.33	164.67	112.25	40.33	47.67	298.67	336.42
"gene:Rv1951c"	194.67	168.17	201.5	220.5	503.5	215.5	107.67	67.83	33.5	39.17	149	353.83
"gene:Rv1952"	313	306.58	106.83	172.83	504.5	305.25	159.75	128.5	60.67	75.83	335.83	251.08
"gene:Rv1953"	399.92	352.9	86.83	135.58	436.83	301.17	122.23	90.17	47.33	63.08	315.42	279.07
"gene:Rv1954c"	32	33.83	112.83	194	112.75	43	16.33	16	24	25.5	30	174.83
"putative_UTR:p2201250_2201276"	288.58	280.9	2874.95	3185.83	1890.37	1087.58	389.48	390.5	227.5	281.42	1997.08	8609.95
"gene:Rv1954A"	1599.66	1729.98	31190.22	38997.82	16289.56	8610	3378.15	3019.5	2090.42	2334.92	17405.74	69072.94
"putative_UTR:p2201580_2201718"	279.75	280.67	9022.93	12704.24	2516.36	1294.91	444.92	321.17	462.58	537.75	3241.91	17095.19
"gene:Rv1955"	373.17	332.83	9111.51	12606.21	2852.86	1261.66	349.17	327.67	639.83	755.33	3757.24	21627.27
"putative_UTR:p2202097_2202137"	87.58	68.33	2067.66	2651.49	544.25	240.58	56.25	56.58	134.92	165.5	648.58	3499.34
"gene:Rv1956"	375.83	389.67	8782.57	10988.44	2075.25	946.75	276.08	239.42	612.92	684.17	2522.08	12918.63
"gene:Rv1957"	484	451.67	4059.58	5515.7	1154.83	550.5	272.75	263.5	540	586.67	1643.03	8394.7
"gene:Rv1958c"	123.5	114.12	507.83	628.17	294.5	186.17	29	18.5	20	35.5	484	604.67
"putative_UTR:p2203130_2203383"	399.33	361.5	6149.17	8152.58	599.5	288.5	197.67	176.17	327.5	399.83	766.2	4981.08
"gene:Rv1959c"	807.5	764.28	529.67	665.5	1244.67	926.33	212.5	171.33	87.83	119.83	3014.83	3636.25
"putative_sRNA:p2203763_2203902"	44.5	22.33	3830.17	4637.67	99	46.17	14	4.5	137.5	146.5	71.5	923.75
"gene:Rv1960c"	897.92	834	918.67	1032.17	2363	1615.5	381.33	351.67	84.83	151.33	3748.33	5075.25
"gene:Rv1961"	97.5	92.5	5194.67	6365.03	191.33	80.5	73.25	56	161.83	185.83	78	657.25
"putative_UTR:p2204707_2205334"	188	198.33	4673.33	6574.53	250.17	76	166	161.83	162.5	152.33	113.5	536.67
"gene:Rv1962c"	560.17	488.58	348.83	456.25	485.83	240.17	134.83	106.33	131.67	115.17	315.33	669.58
"gene:Rv1962A"	387.5	347.08	242.83	291	412.67	195.17	173	147.83	70.17	85	264.67	502.75
"putative_sRNA:p2205570_2205831"	14.5	14.83	2286.92	2874.5	50.5	18.17	14.33	4.5	45	17.5	12	151.5
"gene:Rv1963c"	699.17	774	839.33	1261.33	1085.67	616.33	343.67	234	127.83	146.83	522.67	1546.5
"putative_sRNA:p2205848_2206494"	17	13	5184.92	7078.33	60.5	27.17	23.33	9	63.5	60	24.5	225
"putative_sRNA:m2207133_2207499"	60	24	405	524	292.5	263	26	20.5	139.5	284	212	848.33
"gene:Rv1964"	129.67	100.17	2352.83	3354.17	363.83	189	121.5	82.33	128.5	231.83	351.5	1304.17
"gene:Rv1965"	82.5	79.33	2208.5	3113.83	162	98	64.33	56.83	77.17	139.67	182.5	742.33
"gene:Rv1966"	123.67	112.5	4040.25	5866.92	213	97.5	100	73.67	158.67	173	166.83	702.83
"gene:Rv1967"	89.5	98	2975.92	4367.42	133.83	68.5	106.33	97.33	114.67	180.5	134.33	613.5
"gene:Rv1968"	65	68.5	2181.83	3299.67	107.5	57.5	91	98.67	123	135.5	102.83	367.17
"gene:Rv1969"	80.33	69.5	1776.75	2441	88	34.25	67.5	64.83	83.75	103.5	52.5	266
"gene:Rv1970"	120.83	133.67	2177.08	3364.58	127.83	56.75	70.5	83.75	97.58	144.5	74.83	347.08
"gene:Rv1971"	137	153	1095.83	1757.58	116	29	73	89.08	118.67	149.5	44	252.42
"gene:Rv1972"	96.83	77.17	539.33	740.33	141.83	38.5	91.75	104	106.5	124.5	42.83	156.17
"gene:Rv1973"	46.58	58.92	247	360.83	64	14	57	61.17	109.33	107.33	28.33	99.33
"gene:Rv1974"	20	22.75	136	224.5	35	4.5	28	29.33	18.17	23.33	13.5	37.83
"gene:Rv1975"	48.83	41	363.83	551.83	150	39	36.83	57.5	52.5	60	22.5	65.5
"gene:Rv1976c"	477.08	560.5	344.5	425.33	1012.08	528.75	541.5	568.67	200	192.83	366	738.5
"putative_sRNA:m2219325_2219491"	124	157	257.5	292.33	676.75	198	254.83	206.5	101.5	124.5	193.5	388.83
"putative_UTR:p2219591_2219753"	367	342.17	238.17	250.83	1008.5	267.17	409.5	452.67	176.67	178.17	356.67	558.42
"gene:Rv1977"	1274.17	1313.67	982.67	1391.67	4120.42	1285.33	854.17	761.33	527.42	564.17	1640.5	2851.92
"gene:Rv1978"	452.83	432.83	460	634.17	1085.83	256.25	695.33	663.58	160.83	164.33	230.83	379.33
"putative_UTR:m2221645_2221718"	124.42	126.83	41.33	53.83	100.75	19	20	7.5	3.5	30.33	15.33	44
"gene:Rv1979c"	3193.92	2693.08	803.92	1063.17	1922.17	486.67	382.5	284	166.5	403.33	325.5	763.17
"putative_sRNA:p2222124_2222242"	58.5	58.83	170.5	240.5	174.83	55.5	28	23	38	47.83	76.5	120
"putative_sRNA:p2222358_2222724"	460.5	432.67	1486.83	1972.17	1389.5	688.67	213.5	214.33	227.5	309.83	822	583
"putative_UTR:m2223165_2223342"	1318.12	1238.33	270.33	335	1230.5	337	364.92	334.33	144.92	283.33	211.5	352.17
"gene:Rv1980c"	6206.03	5479.87	943.67	1244	5415	1643.25	1789.42	1558	565	906.75	897.17	1427.83
"putative_UTR:m2224030_2224140"	1057.92	1032.7	136.08	187.83	868.25	300.58	326	265.5	116.42	193.58	145.5	243.33
"putative_UTR:m2224171_2224219"	121.67	101.25	65.83	88.83	115.08	41.08	42.58	29.33	30.67	48.08	62.33	122.33
"gene:Rv1981c"	1897.58	1611.25	1435.58	1916.92	1938.67	710.42	624.25	487.5	632.67	792.75	1116.67	2518.92
"putative_UTR:m2225189_2225347"	390.67	338	481.67	614.58	437.83	170.5	128.17	88.67	193.5	212.83	322.08	775.75
"putative_sRNA:p2225384_2225648"	29	26	248	309	31	12	14	11	4	6	10	36.5
"gene:Rv1982c"	920.17	862.25	484.67	661.08	613.5	337.33	357.67	347.67	197.67	203.33	979.42	2275.33
"gene:Rv1982A"	793.17	720.5	464.83	615.42	635.33	333.33	556.33	746	183	192.5	915.67	2009.83
"gene:Rv1983"	842.83	896.67	1005.5	1410.33	2921.5	1253.5	583.33	524.25	405	395	724.5	882.83
"putative_sRNA:m2226567_2227076"	285	309.17	302.5	432	515	150.83	143	109.5	221.5	178.5	169.33	627.83
"putative_UTR:m2227796_2227907"	151.5	183	76	97.75	142	30.5	48.83	57.67	14.5	20.5	38.33	86.5
"gene:Rv1984c"	1121.58	1212.33	563	883.17	769	228	459.17	472.58	93.5	129.5	206.33	478
"putative_sRNA:p2228676_2229506"	785.17	874.42	611	845.5	1501.25	432	925.75	967.67	533.67	393.33	345.5	680.83
"gene:Rv1985c"	234	230.75	1407.5	1891.17	2363.5	2016.33	118	81	79.5	158	2277.17	5064.67
"gene:Rv1986"	610.67	529.25	4497.42	6178.08	19769.42	26091.42	743.92	678	131.83	401.67	2012.33	2840.33
"putative_UTR:p2230611_2230860"	162.33	145.92	917	1397.58	4136.92	5371.33	108.58	129.5	27.33	96.67	232.33	536.83
"gene:Rv1987"	2813.5	2737.37	343.83	483.67	2360.17	826.17	3947.5	2944.2	339.83	469.33	141.5	361
"putative_UTR:p2231455_2231679"	1364.5	1346.7	172.33	264.33	1408.33	315.83	1662.33	1290.62	248.17	310.33	226.17	453.5
"gene:Rv1988"	887	908.67	336.83	461.33	1866.67	435.67	779.42	644.17	279.5	369.83	543.17	704.5
"putative_sRNA:p2232275_2233242"	804.75	806	1491.83	1816.33	4718	1999.08	904	866.92	536	706.5	2286.67	2781
"gene:Rv1989c"	780.37	754.92	2133	2765.67	2601.75	961.33	883.15	898.75	520.67	429.67	3122.58	3019.25
"gene:Rv1990c"	837.5	874.75	2282.83	2867.17	4433.92	1603.33	2152.98	2235.5	781	705.83	3805.67	3735.75
"putative_sRNA:p2233688_2234128"	286.33	289.25	815.5	1065.5	807.67	276.5	1040.08	1031.17	234	272.5	737	626.33
"gene:Rv1990A"	156.08	142.17	977.33	1503.67	368	222.5	103.83	82.83	61	67.5	176.5	481.5
"gene:Rv1991c"	319.83	336.67	1676.92	2362.58	434.25	194.5	291	262	98.5	102.75	191.67	768.67
"gene:Rv1991A"	185.5	202.92	1145.75	1560.86	346.92	189.67	284	272.7	106.92	104.42	178.53	642.67
"putative_UTR:m2234892_2234990"	92.25	79.92	543.75	854.53	147.67	48.33	84.33	67.37	78.75	77.92	114.7	368
"gene:Rv1992c"	1987.5	1918.33	21063.66	30019.61	3682	3289.25	2916.83	2146.2	3329.33	3443.17	6804.37	21408.41
"putative_sRNA:p2235168_2235350"	902.5	1257.58	545.5	855.83	1795.67	702.5	538.33	394.67	345.17	451	1033.58	569
"putative_sRNA:p2236971_2237270"	81	104	207	278	319.5	98.5	82	33.83	18.5	33.5	80.67	78.5
"gene:Rv1993c"	196.92	200.83	2848.08	3491.75	447	373.92	493.58	428.17	163.08	203.42	1539.14	4529.02
"putative_UTR:m2237576_2237627"	119.58	118.42	1222	1435.33	257.5	202.83	284.08	266.5	66.75	77.58	994.23	2781.1
"gene:Rv1994c"	188.58	206.08	2825	3593.16	533.17	393	406.42	381.67	114.92	136.92	2125.98	6510.1
"gene:Rv1995"	39.5	52.5	1020.5	1458.17	229	64	31.5	21.5	44.5	56	111.83	173
"gene:Rv1996"	12409.33	14300.5	15335.33	21600.12	40759.7	25604.83	123569.43	114236.51	48891.96	37261.25	8500.08	16942.25
"putative_UTR:p2239958_2240158"	1229.92	1324.67	1439	1877.95	6750.1	2775.03	11614.43	9382.46	3490.21	2976.42	890.5	2124
"gene:Rv1997"	4982.42	5050.87	2560.25	3682.5	29879.01	8678.28	38176.46	20596.86	1859.92	2302.08	2079.08	6674.42
"putative_UTR:p2242877_2243596"	1369.58	1359.37	223	330.83	9658.7	1118.25	22115.3	11657.25	126.33	120	509.33	1922.42
"gene:Rv1998c"	309.5	316.17	230.25	322.33	398.83	147.5	174.17	183.08	69	82	110	141.5
"gene:Rv1999c"	39.5	37.5	204	392.67	152	63	33	18.5	18.5	17	60	57
"putative_sRNA:p2243852_2244185"	57.5	48.83	121.5	196.5	406.83	107	517.75	147.5	20.83	16.5	39.5	109.5
"gene:Rv2000"	343.5	409.67	230	321.33	614.83	149.5	97.67	70	33.5	31	125.83	237.5
"gene:Rv2001"	291.33	255.33	134.5	177	203.5	36	69.67	67	29	27	48.83	88.5
"gene:Rv2002"	579	593	190.5	341.33	456.33	128	247.83	262	122	118	189.5	278.17
"putative_sRNA:m2247683_2247820"	48.5	48.5	123	201.5	150	70	47	25.5	16	13	29.5	63
"putative_UTR:m2248295_2248562"	318.5	276	139.67	156.83	992.17	107.67	1686.42	926.08	111	66.5	90.83	403.67
"gene:Rv2003c"	1556.08	1490.78	379	514.42	4867.56	545.08	15153.94	9290.47	566	332.33	506.17	2427.86
"putative_UTR:m2249421_2249477"	352.08	336.86	77.33	94.5	1194.65	158.92	4692.06	2844.5	152.33	85.83	149.58	690.28
"gene:Rv2004c"	5086.33	5415.86	1044.25	1414.83	24189.14	4552.17	78714.11	40628.62	2245.67	1371.17	2547.75	11316.7
"gene:Rv2005c"	6717	7280.67	1226.75	1539.42	51751.58	10390.53	99117.55	52523.4	2159.83	1647.33	5517.67	20897.25
"putative_sRNA:p2251272_2251504"	34.33	32	71	90.5	110	44	65.33	49.5	5.33	10	38.5	23
"putative_UTR:m2251884_2252043"	366.33	444.5	270.5	329	1517.33	582.03	1305.83	744.83	316.17	215.67	367.75	1022.33
"gene:Rv2006"	2979.58	3009.92	725.5	1012.83	7302.17	707.83	18902.17	11447.75	911	867.17	1134.5	8921.67
"putative_sRNA:m2253578_2254131"	1086.5	921.17	1705.67	2138.58	4078.67	1166.83	407.83	252.33	615.33	534.83	931.83	753.33
"putative_UTR:m2255143_2256083"	14911.9	14823.83	2148	3304.45	53798.25	14973.92	25983.85	16647.67	1290	1473.25	5805.4	17737.92
"putative_sRNA:p2256029_2256345"	84.33	92.75	43.5	47.83	109.25	23.33	358.25	226.83	36.67	30.67	24	70.67
"gene:Rv2007c"	12798.65	12702.75	2221.67	3495.28	50930.5	12585.58	23241.18	15706	2028.25	2062.25	5753.57	19281.67
"putative_sRNA:p2256463_2257000"	369.33	326	210.5	245.5	1226.17	294.5	374.58	281.17	119.58	106.5	186	444.17
"gene:Rv2008c"	103.33	97	307.5	355	273.33	88	75	30.5	29	25	249	434.5
"putative_sRNA:p2257036_2257155"	30.83	24.5	46.5	43	118.17	35.5	7.5	8	6	7.5	18	55.5
"gene:Rv2009"	2256.67	1990.5	3160.5	3925.25	1725.83	711	487.17	448.67	745.5	1177.33	863.67	1438.83
"gene:Rv2010"	3252	2865.92	8695.08	12133.48	1972.83	897.83	867.75	639.92	1103.75	2177.17	1104.83	2604.17
"putative_UTR:m2258430_2258853"	66.83	62.83	206.33	278	708.67	541.83	63.83	45.75	27.33	48.83	3740.75	4460.75
"putative_UTR:p2258672_2259280"	635.67	477.17	7774.33	10056.4	536.17	347.33	576.42	498.25	296.17	751.33	232.67	881.67
"gene:Rv2011c"	103.5	87.5	264	345	951.17	1012.5	29.33	29.5	36.83	49.33	3441.33	5899.83
"gene:Rv2012"	34.5	40.5	2106.17	2704.58	1600.42	1129.08	26.5	15	28.33	119	3426.25	2245.5
"putative_sRNA:m2259696_2260161"	507.33	383.5	349.33	477.83	880.17	214.5	169	130.5	377.33	332.5	159.83	462.83
"putative_UTR:p2259821_2260065"	26.5	13.83	1036.83	1348.75	513.25	331.92	8.83	5	20.5	37.5	1800.08	876.92
"putative_UTR:p2260083_2260664"	36	26.33	3262.33	4718.58	261.83	172.83	13.33	13.5	39.17	88	1144.33	681.92
"gene:Rv2013"	11.5	3.75	1572.5	2401.08	26	14	6	2.5	21	25.5	52.5	79
"putative_sRNA:m2260909_2261190"	102.33	94.5	82.5	112	148	26	53.83	30	26.5	36	33	87
"gene:Rv2014"	0.5	0.5	1513.83	2177.08	13	2	2	1.5	17	24	6	47.5
"gene:Rv2015c"	1918.17	1912.75	351.5	467.83	1886.25	655.33	1319.17	1008	362	324.83	599.5	1495.08
"putative_sRNA:p2261862_2261959"	1	2.33	1102.33	1395.5	6.5	3	6.5	0	2	10	2	13
"putative_sRNA:m2263313_2263623"	162	164.83	64	91.83	183.5	67	31	24.5	14	12	40	72
"gene:Rv2016"	282.42	226.75	1794.83	2659.08	2942.5	1358.58	66.83	57.5	54.5	109	1959.5	8987.37
"gene:Rv2017"	357.75	389.25	1911.17	2795.92	2205.25	892.58	129.25	102.33	74.25	150.83	2252.08	7158.28
"putative_UTR:p2265039_2265188"	73.08	58.75	370.17	573.2	377.42	131.67	36.58	20.5	15.92	31.67	426.83	1063.33
"putative_UTR:p2265255_2265279"	82.5	79.58	185.83	277.95	241.25	87.5	62.83	68.5	41.42	40.67	249.5	563.33
"gene:Rv2018"	697.33	693.42	1530.33	2058.87	1693.5	522.83	564.5	713.5	454.75	386.17	1368.83	2887.91
